+----------------------------------------------------+--------------------------------------------------------+-----------------------------------+--------+
| Mod name                                           | Registry name                                          | Entity class name                 |     ID |
| NetherEx                                           | netherex:brute                                         | EntityBrute                       |     16 |
| NetherEx                                           | netherex:coolmar_spider                                | EntityCoolmarSpider               |     15 |
| NetherEx                                           | netherex:ember                                         | EntityEmber                       |      9 |
| NetherEx                                           | netherex:frost                                         | EntityFrost                       |     17 |
| NetherEx                                           | netherex:ghast_queen                                   | EntityGhastQueen                  |     18 |
| NetherEx                                           | netherex:ghast_queen_fireball                          | EntityGhastQueenFireball          |     -1 |
| NetherEx                                           | netherex:ghastling                                     | EntityGhastling                   |     14 |
| NetherEx                                           | netherex:ghastling_fireball                            | EntityGhastlingFireball           |      0 |
| NetherEx                                           | netherex:gold_golem                                    | EntityGoldGolem                   |      5 |
| NetherEx                                           | netherex:mogus                                         | EntityMogus                       |      6 |
| NetherEx                                           | netherex:nethermite                                    | EntityNethermite                  |     10 |
| NetherEx                                           | netherex:obsidian_boat                                 | EntityObsidianBoat                |      2 |
| NetherEx                                           | netherex:pigtificate                                   | EntityPigtificate                 |      4 |
| NetherEx                                           | netherex:pigtificate_leader                            | EntityPigtificateLeader           |      3 |
| NetherEx                                           | netherex:salamander                                    | EntitySalamander                  |      7 |
| NetherEx                                           | netherex:spinout                                       | EntitySpinout                     |     11 |
| NetherEx                                           | netherex:spore                                         | EntitySpore                       |     13 |
| NetherEx                                           | netherex:spore_creeper                                 | EntitySporeCreeper                |     12 |
| NetherEx                                           | netherex:wight                                         | EntityWight                       |      8 |
| Not Enough Pets                                    | notenoughcats:mooshroom_nec                            | EntityMooshroomNEP                |      2 |
| Not Enough Pets                                    | notenoughcats:ocelot_nec                               | EntityOcelotNEP                   |      0 |
| Not Enough Pets                                    | notenoughcats:parrot_nep                               | EntityParrotNEP                   |      3 |
| Not Enough Pets                                    | notenoughcats:wolf_nec                                 | EntityWolfNEP                     |      1 |
| Psi                                                | psi:spell_charge                                       | EntitySpellCharge                 |      3 |
| Psi                                                | psi:spell_circle                                       | EntitySpellCircle                 |      1 |
| Psi                                                | psi:spell_grenade                                      | EntitySpellGrenade                |      2 |
| Psi                                                | psi:spell_mine                                         | EntitySpellMine                   |      4 |
| Psi                                                | psi:spell_projectile                                   | EntitySpellProjectile             |      0 |
| Quark                                              | quark:archaeologist                                    | EntityArchaeologist               |     16 |
| Quark                                              | quark:arrow_ender                                      | EntityArrowEnder                  |      5 |
| Quark                                              | quark:arrow_explosive                                  | EntityArrowExplosive              |      6 |
| Quark                                              | quark:arrow_torch                                      | EntityArrowTorch                  |      7 |
| Quark                                              | quark:ashen                                            | EntityAshen                       |      1 |
| Quark                                              | quark:chest_passenger                                  | EntityChestPassenger              |     13 |
| Quark                                              | quark:colored_item_frame                               | EntityColoredItemFrame            |      0 |
| Quark                                              | quark:crab                                             | EntityCrab                        |     22 |
| Quark                                              | quark:dragon_breath_bottle                             | EntityDragonBreathBottle          |     11 |
| Quark                                              | quark:dweller                                          | EntityDweller                     |      2 |
| Quark                                              | quark:flat_item_frame                                  | EntityFlatItemFrame               |      9 |
| Quark                                              | quark:foxhound                                         | EntityFoxhound                    |     21 |
| Quark                                              | quark:frog                                             | EntityFrog                        |     18 |
| Quark                                              | quark:glass_item_frame                                 | EntityGlassItemFrame              |     10 |
| Quark                                              | quark:gravisand                                        | EntityGravisand                   |     23 |
| Quark                                              | quark:leash_knot                                       | EntityLeashKnot2TheKnotting       |     19 |
| Quark                                              | quark:parrot_egg                                       | EntityParrotEgg                   |     14 |
| Quark                                              | quark:pickarang                                        | EntityPickarang                   |     20 |
| Quark                                              | quark:pirate                                           | EntityPirate                      |      3 |
| Quark                                              | quark:seat                                             | Seat                              |     12 |
| Quark                                              | quark:soul_powder                                      | EntitySoulPowder                  |      8 |
| Quark                                              | quark:stoneling                                        | EntityStoneling                   |     17 |
| Quark                                              | quark:wraith                                           | EntityWraith                      |      4 |
| Reliquary                                          | xreliquary:blaze_shot                                  | EntityBlazeShot                   |      5 |
| Reliquary                                          | xreliquary:buster_shot                                 | EntityBusterShot                  |      8 |
| Reliquary                                          | xreliquary:concussive_shot                             | EntityConcussiveShot              |      7 |
| Reliquary                                          | xreliquary:ender_shot                                  | EntityEnderShot                   |      6 |
| Reliquary                                          | xreliquary:ender_staff_projectile                      | EntityEnderStaffProjectile        |     23 |
| Reliquary                                          | xreliquary:exorcism_shot                               | EntityExorcismShot                |      4 |
| Reliquary                                          | xreliquary:hand_grenade                                | EntityHolyHandGrenade             |      0 |
| Reliquary                                          | xreliquary:holy_water                                  | EntityGlowingWater                |      1 |
| Reliquary                                          | xreliquary:kraken_slime                                | EntityKrakenSlime                 |     22 |
| Reliquary                                          | xreliquary:lyssa_hook                                  | EntityLyssaHook                   |     14 |
| Reliquary                                          | xreliquary:neutral_shot                                | EntityNeutralShot                 |      3 |
| Reliquary                                          | xreliquary:sand_shot                                   | EntitySandShot                    |     10 |
| Reliquary                                          | xreliquary:seeker_shot                                 | EntitySeekerShot                  |      9 |
| Reliquary                                          | xreliquary:special_snowball                            | EntitySpecialSnowball             |      2 |
| Reliquary                                          | xreliquary:storm_shot                                  | EntityStormShot                   |     11 |
| Reliquary                                          | xreliquary:thrown_aphrodite                            | EntityAttractionPotion            |     12 |
| Reliquary                                          | xreliquary:thrown_fertility                            | EntityFertilePotion               |     21 |
| Reliquary                                          | xreliquary:thrown_potion                               | EntityThrownXRPotion              |     13 |
| Reliquary                                          | xreliquary:tipped arrow                                | EntityXRTippedArrow               |     24 |
| Rough Mobs Revamped                                | roughmobsrevamped:bossskeleton                         | BossSkeleton                      |    301 |
| Rough Mobs Revamped                                | roughmobsrevamped:bosszombie                           | BossZombie                        |    300 |
| Rough Mobs Revamped                                | roughmobsrevamped:hostilebat                           | EntityHostileBat                  |    302 |
| Rustic                                             | rustic:chair                                           | EntityChair                       |      1 |
| Rustic                                             | rustic:tomato                                          | EntityTomato                      |      0 |
| Salty Mod                                          | saltmod:entity_rainmaker                               | EntityRainmaker                   |      0 |
| Salty Mod                                          | saltmod:entity_rainmaker_dust                          | EntityRainmakerDust               |      1 |
| Soot                                               | soot:cloud                                             | EntityCustomCloud                 |      3 |
| Soot                                               | soot:firecloud                                         | EntityFireCloud                   |      0 |
| Soot                                               | soot:muse                                              | EntityMuse                        |      2 |
| Soot                                               | soot:snowpoff                                          | EntitySnowpoff                    |      1 |
| Sophisticated Wolves                               | sophisticatedwolves:textures/entity/brown/wolf.png     | EntitySophisticatedWolf           |      0 |
| Spartan Weaponry                                   | spartanweaponry:arrow_diamond                          | EntityArrowDiamond                |      9 |
| Spartan Weaponry                                   | spartanweaponry:arrow_explosive                        | EntityArrowExplosive              |     10 |
| Spartan Weaponry                                   | spartanweaponry:arrow_iron                             | EntityArrowIron                   |      8 |
| Spartan Weaponry                                   | spartanweaponry:arrow_wood                             | EntityArrowWood                   |      7 |
| Spartan Weaponry                                   | spartanweaponry:bolt                                   | EntityBoltTipped                  |      1 |
| Spartan Weaponry                                   | spartanweaponry:bolt_diamond                           | EntityBoltDiamond                 |     13 |
| Spartan Weaponry                                   | spartanweaponry:bolt_specral                           | EntityBoltSpectral                |      2 |
| Spartan Weaponry                                   | spartanweaponry:boomerang_thrown                       | EntityBoomerang                   |     11 |
| Spartan Weaponry                                   | spartanweaponry:dagger_thrown                          | EntityThrownWeapon                |      3 |
| Spartan Weaponry                                   | spartanweaponry:dynamite                               | EntityDynamite                    |     12 |
| Spartan Weaponry                                   | spartanweaponry:javelin_thrown                         | EntityThrownJavelin               |      6 |
| Spartan Weaponry                                   | spartanweaponry:throwing_axe                           | EntityThrowingAxe                 |      5 |
| Spartan Weaponry                                   | spartanweaponry:throwing_knife                         | EntityThrowingKnife               |      4 |
| Spectrite                                          | spectrite:spectriteareaeffectcloud                     | EntitySpectriteAreaEffectCloud    |      9 |
| Spectrite                                          | spectrite:spectritearrow                               | EntitySpectriteArrow              |      0 |
| Spectrite                                          | spectrite:spectriteblaze                               | EntitySpectriteBlaze              |      5 |
| Spectrite                                          | spectrite:spectritecreeper                             | EntitySpectriteCreeper            |      2 |
| Spectrite                                          | spectrite:spectritecrystal                             | EntitySpectriteCrystal            |     11 |
| Spectrite                                          | spectrite:spectriteenderman                            | EntitySpectriteEnderman           |      6 |
| Spectrite                                          | spectrite:spectritegolem                               | EntitySpectriteGolem              |      1 |
| Spectrite                                          | spectrite:spectriteskeleton                            | EntitySpectriteSkeleton           |      3 |
| Spectrite                                          | spectrite:spectritetippedarrow                         | EntitySpectriteTippedArrow        |     10 |
| Spectrite                                          | spectrite:spectritewither                              | EntitySpectriteWither             |      7 |
| Spectrite                                          | spectrite:spectritewitherskeleton                      | EntitySpectriteWitherSkeleton     |      4 |
| Spectrite                                          | spectrite:spectritewitherskull                         | EntitySpectriteWitherSkull        |      8 |
| Thaumcraft                                         | thaumcraft:alumentum                                   | EntityAlumentum                   |      6 |
| Thaumcraft                                         | thaumcraft:arcanebore                                  | EntityArcaneBore                  |     18 |
| Thaumcraft                                         | thaumcraft:bottletaint                                 | EntityBottleTaint                 |      9 |
| Thaumcraft                                         | thaumcraft:brainyzombie                                | EntityBrainyZombie                |     24 |
| Thaumcraft                                         | thaumcraft:causalitycollapser                          | EntityCausalityCollapser          |     12 |
| Thaumcraft                                         | thaumcraft:cultistcleric                               | EntityCultistCleric               |     33 |
| Thaumcraft                                         | thaumcraft:cultistknight                               | EntityCultistKnight               |     32 |
| Thaumcraft                                         | thaumcraft:cultistleader                               | EntityCultistLeader               |     22 |
| Thaumcraft                                         | thaumcraft:cultistportalgreater                        | EntityCultistPortalGreater        |      0 |
| Thaumcraft                                         | thaumcraft:cultistportallesser                         | EntityCultistPortalLesser         |      1 |
| Thaumcraft                                         | thaumcraft:eldritchcrab                                | EntityEldritchCrab                |     34 |
| Thaumcraft                                         | thaumcraft:eldritchgolem                               | EntityEldritchGolem               |     21 |
| Thaumcraft                                         | thaumcraft:eldritchguardian                            | EntityEldritchGuardian            |     31 |
| Thaumcraft                                         | thaumcraft:eldritchorb                                 | EntityEldritchOrb                 |      8 |
| Thaumcraft                                         | thaumcraft:eldritchwarden                              | EntityEldritchWarden              |     20 |
| Thaumcraft                                         | thaumcraft:fallingtaint                                | EntityFallingTaint                |      5 |
| Thaumcraft                                         | thaumcraft:firebat                                     | EntityFireBat                     |     27 |
| Thaumcraft                                         | thaumcraft:fluxrift                                    | EntityFluxRift                    |      2 |
| Thaumcraft                                         | thaumcraft:focuscloud                                  | EntityFocusCloud                  |     14 |
| Thaumcraft                                         | thaumcraft:focusmine                                   | EntityFocusMine                   |     15 |
| Thaumcraft                                         | thaumcraft:focusprojectile                             | EntityFocusProjectile             |     13 |
| Thaumcraft                                         | thaumcraft:followitem                                  | EntityFollowingItem               |      4 |
| Thaumcraft                                         | thaumcraft:giantbrainyzombie                           | EntityGiantBrainyZombie           |     25 |
| Thaumcraft                                         | thaumcraft:golem                                       | EntityThaumcraftGolem             |     19 |
| Thaumcraft                                         | thaumcraft:golemdart                                   | EntityGolemDart                   |      7 |
| Thaumcraft                                         | thaumcraft:golemorb                                    | EntityGolemOrb                    |     10 |
| Thaumcraft                                         | thaumcraft:grapple                                     | EntityGrapple                     |     11 |
| Thaumcraft                                         | thaumcraft:inhabitedzombie                             | EntityInhabitedZombie             |     35 |
| Thaumcraft                                         | thaumcraft:mindspider                                  | EntityMindSpider                  |     30 |
| Thaumcraft                                         | thaumcraft:pech                                        | EntityPech                        |     29 |
| Thaumcraft                                         | thaumcraft:specialitem                                 | EntitySpecialItem                 |      3 |
| Thaumcraft                                         | thaumcraft:spellbat                                    | EntitySpellBat                    |     28 |
| Thaumcraft                                         | thaumcraft:taintacle                                   | EntityTaintacle                   |     38 |
| Thaumcraft                                         | thaumcraft:taintaclegiant                              | EntityTaintacleGiant              |     23 |
| Thaumcraft                                         | thaumcraft:taintacletiny                               | EntityTaintacleSmall              |     39 |
| Thaumcraft                                         | thaumcraft:taintcrawler                                | EntityTaintCrawler                |     37 |
| Thaumcraft                                         | thaumcraft:taintseed                                   | EntityTaintSeed                   |     41 |
| Thaumcraft                                         | thaumcraft:taintseedprime                              | EntityTaintSeedPrime              |     42 |
| Thaumcraft                                         | thaumcraft:taintswarm                                  | EntityTaintSwarm                  |     40 |
| Thaumcraft                                         | thaumcraft:thaumslime                                  | EntityThaumicSlime                |     36 |
| Thaumcraft                                         | thaumcraft:turretadvanced                              | EntityTurretCrossbowAdvanced      |     17 |
| Thaumcraft                                         | thaumcraft:turretbasic                                 | EntityTurretCrossbow              |     16 |
| Thaumcraft                                         | thaumcraft:wisp                                        | EntityWisp                        |     26 |
| Thaumic Augmentation                               | thaumicaugmentation:dimensional_fracture               | EntityDimensionalFracture         |      0 |
| Thaumic Periphery                                  | thaumicperiphery:magic_arrow                           | EntityMagicArrow                  |      0 |
| Thaumic Wonders                                    | thaumicwonders:corruption_avatar                       | EntityCorruptionAvatar            |      4 |
| Thaumic Wonders                                    | thaumicwonders:flux_fireball                           | EntityFluxFireball                |      5 |
| Thaumic Wonders                                    | thaumicwonders:flying_carpet                           | EntityFlyingCarpet                |      0 |
| Thaumic Wonders                                    | thaumicwonders:hexamite_primed                         | EntityHexamitePrimed              |      2 |
| Thaumic Wonders                                    | thaumicwonders:primal_arrow                            | EntityPrimalArrow                 |      3 |
| Thaumic Wonders                                    | thaumicwonders:void_portal                             | EntityVoidPortal                  |      1 |
| The Beneath                                        | beneath:hand                                           | EntityHand                        |      2 |
| The Beneath                                        | beneath:shadow                                         | EntityShadow                      |      1 |
| The Twilight Forest                                | twilightforest:adherent                                | EntityTFAdherent                  |     56 |
| The Twilight Forest                                | twilightforest:armored_giant                           | EntityTFArmoredGiant              |     53 |
| The Twilight Forest                                | twilightforest:bighorn_sheep                           | EntityTFBighorn                   |      1 |
| The Twilight Forest                                | twilightforest:blockchain_goblin                       | EntityTFBlockGoblin               |     39 |
| The Twilight Forest                                | twilightforest:boggard                                 | EntityTFBoggard                   |     78 |
| The Twilight Forest                                | twilightforest:bunny                                   | EntityTFBunny                     |     17 |
| The Twilight Forest                                | twilightforest:castle_guardian                         | EntityTFCastleGuardian            |     58 |
| The Twilight Forest                                | twilightforest:chain_block                             | EntityTFChainBlock                |     75 |
| The Twilight Forest                                | twilightforest:charm_effect                            | EntityTFCharmEffect               |     68 |
| The Twilight Forest                                | twilightforest:cube_of_annihilation                    | EntityTFCubeOfAnnihilation        |     76 |
| The Twilight Forest                                | twilightforest:death_tome                              | EntityTFDeathTome                 |     22 |
| The Twilight Forest                                | twilightforest:deer                                    | EntityTFDeer                      |      2 |
| The Twilight Forest                                | twilightforest:falling_ice                             | EntityTFFallingIce                |     70 |
| The Twilight Forest                                | twilightforest:fire_beetle                             | EntityTFFireBeetle                |     25 |
| The Twilight Forest                                | twilightforest:firefly                                 | EntityTFMobileFirefly             |     32 |
| The Twilight Forest                                | twilightforest:giant_miner                             | EntityTFGiantMiner                |     52 |
| The Twilight Forest                                | twilightforest:goblin_knight_lower                     | EntityTFGoblinKnightLower         |     41 |
| The Twilight Forest                                | twilightforest:goblin_knight_upper                     | EntityTFGoblinKnightUpper         |     40 |
| The Twilight Forest                                | twilightforest:harbinger_cube                          | EntityTFHarbingerCube             |     55 |
| The Twilight Forest                                | twilightforest:hedge_spider                            | EntityTFHedgeSpider               |      9 |
| The Twilight Forest                                | twilightforest:helmet_crab                             | EntityTFHelmetCrab                |     42 |
| The Twilight Forest                                | twilightforest:hostile_wolf                            | EntityTFHostileWolf               |      7 |
| The Twilight Forest                                | twilightforest:hydra                                   | EntityTFHydra                     |     10 |
| The Twilight Forest                                | twilightforest:hydra_head                              | EntityTFHydraHead                 |     59 |
| The Twilight Forest                                | twilightforest:hydra_mortar                            | EntityTFHydraMortar               |     64 |
| The Twilight Forest                                | twilightforest:ice_arrow                               | EntityIceArrow                    |     73 |
| The Twilight Forest                                | twilightforest:ice_crystal                             | EntityTFIceCrystal                |     54 |
| The Twilight Forest                                | twilightforest:ice_snowball                            | EntityTFIceSnowball               |     74 |
| The Twilight Forest                                | twilightforest:king_spider                             | EntityTFKingSpider                |     31 |
| The Twilight Forest                                | twilightforest:knight_phantom                          | EntityTFKnightPhantom             |     43 |
| The Twilight Forest                                | twilightforest:kobold                                  | EntityTFKobold                    |     20 |
| The Twilight Forest                                | twilightforest:lich                                    | EntityTFLich                      |     11 |
| The Twilight Forest                                | twilightforest:lich_bolt                               | EntityTFLichBolt                  |     61 |
| The Twilight Forest                                | twilightforest:lich_bomb                               | EntityTFLichBomb                  |     65 |
| The Twilight Forest                                | twilightforest:lich_minion                             | EntityTFLichMinion                |     13 |
| The Twilight Forest                                | twilightforest:loyal_zombie                            | EntityTFLoyalZombie               |     14 |
| The Twilight Forest                                | twilightforest:maze_slime                              | EntityTFMazeSlime                 |     28 |
| The Twilight Forest                                | twilightforest:mini_ghast                              | EntityTFMiniGhast                 |     33 |
| The Twilight Forest                                | twilightforest:minoshroom                              | EntityTFMinoshroom                |     24 |
| The Twilight Forest                                | twilightforest:minotaur                                | EntityTFMinotaur                  |     23 |
| The Twilight Forest                                | twilightforest:mist_wolf                               | EntityTFMistWolf                  |     30 |
| The Twilight Forest                                | twilightforest:moonworm_shot                           | EntityTFMoonwormShot              |     66 |
| The Twilight Forest                                | twilightforest:mosquito_swarm                          | EntityTFMosquitoSwarm             |     21 |
| The Twilight Forest                                | twilightforest:naga                                    | EntityTFNaga                      |      5 |
| The Twilight Forest                                | twilightforest:nature_bolt                             | EntityTFNatureBolt                |     60 |
| The Twilight Forest                                | twilightforest:penguin                                 | EntityTFPenguin                   |     12 |
| The Twilight Forest                                | twilightforest:pinch_beetle                            | EntityTFPinchBeetle               |     27 |
| The Twilight Forest                                | twilightforest:quest_ram                               | EntityTFQuestRam                  |     19 |
| The Twilight Forest                                | twilightforest:raven                                   | EntityTFRaven                     |     18 |
| The Twilight Forest                                | twilightforest:redcap                                  | EntityTFRedcap                    |      3 |
| The Twilight Forest                                | twilightforest:redcap_sapper                           | EntityTFRedcapSapper              |     29 |
| The Twilight Forest                                | twilightforest:rising_zombie                           | EntityTFRisingZombie              |     79 |
| The Twilight Forest                                | twilightforest:roving_cube                             | EntityTFRovingCube                |     57 |
| The Twilight Forest                                | twilightforest:seeker_arrow                            | EntitySeekerArrow                 |     72 |
| The Twilight Forest                                | twilightforest:skeleton_druid                          | EntityTFSkeletonDruid             |      6 |
| The Twilight Forest                                | twilightforest:slider                                  | EntityTFSlideBlock                |     77 |
| The Twilight Forest                                | twilightforest:slime_beetle                            | EntityTFSlimeBeetle               |     26 |
| The Twilight Forest                                | twilightforest:slime_blob                              | EntityTFSlimeProjectile           |     67 |
| The Twilight Forest                                | twilightforest:snow_guardian                           | EntityTFSnowGuardian              |     47 |
| The Twilight Forest                                | twilightforest:snow_queen                              | EntityTFSnowQueen                 |     50 |
| The Twilight Forest                                | twilightforest:squirrel                                | EntityTFSquirrel                  |     16 |
| The Twilight Forest                                | twilightforest:stable_ice_core                         | EntityTFIceShooter                |     48 |
| The Twilight Forest                                | twilightforest:swarm_spider                            | EntityTFSwarmSpider               |      4 |
| The Twilight Forest                                | twilightforest:thrown_ice                              | EntityTFIceBomb                   |     71 |
| The Twilight Forest                                | twilightforest:thrown_wep                              | EntityTFThrownWep                 |     69 |
| The Twilight Forest                                | twilightforest:tiny_bird                               | EntityTFTinyBird                  |     15 |
| The Twilight Forest                                | twilightforest:tome_bolt                               | EntityTFTomeBolt                  |     63 |
| The Twilight Forest                                | twilightforest:tower_broodling                         | EntityTFTowerBroodling            |     37 |
| The Twilight Forest                                | twilightforest:tower_ghast                             | EntityTFTowerGhast                |     34 |
| The Twilight Forest                                | twilightforest:tower_golem                             | EntityTFTowerGolem                |     35 |
| The Twilight Forest                                | twilightforest:tower_termite                           | EntityTFTowerTermite              |     36 |
| The Twilight Forest                                | twilightforest:troll                                   | EntityTFTroll                     |     51 |
| The Twilight Forest                                | twilightforest:unstable_ice_core                       | EntityTFIceExploder               |     49 |
| The Twilight Forest                                | twilightforest:ur_ghast                                | EntityTFUrGhast                   |     38 |
| The Twilight Forest                                | twilightforest:wand_bolt                               | EntityTFTwilightWandBolt          |     62 |
| The Twilight Forest                                | twilightforest:wild_boar                               | EntityTFBoar                      |      0 |
| The Twilight Forest                                | twilightforest:winter_wolf                             | EntityTFWinterWolf                |     46 |
| The Twilight Forest                                | twilightforest:wraith                                  | EntityTFWraith                    |      8 |
| The Twilight Forest                                | twilightforest:yeti                                    | EntityTFYeti                      |     44 |
| The Twilight Forest                                | twilightforest:yeti_alpha                              | EntityTFYetiAlpha                 |     45 |
| Thermal Foundation                                 | thermalfoundation:basalz                               | EntityBasalz                      |      2 |
| Thermal Foundation                                 | thermalfoundation:basalz_bolt                          | EntityBasalzBolt                  |      5 |
| Thermal Foundation                                 | thermalfoundation:blitz                                | EntityBlitz                       |      1 |
| Thermal Foundation                                 | thermalfoundation:blitz_bolt                           | EntityBlitzBolt                   |      4 |
| Thermal Foundation                                 | thermalfoundation:blizz                                | EntityBlizz                       |      0 |
| Thermal Foundation                                 | thermalfoundation:blizz_bolt                           | EntityBlizzBolt                   |      3 |
| Waddles                                            | waddles:adelie_penguin                                 | EntityAdeliePenguin               |      1 |
| Yoyos                                              | yoyos:yoyo                                             | EntityYoyo                        |      0 |
| Yoyos                                              | yoyos:yoyo_chaser                                      | EntityChaserYoyo                  |      3 |
| Yoyos                                              | yoyos:yoyo_sticky                                      | EntityStickyYoyo                  |      1 |
| p455w0rd's Library                                 | p455w0rdslib:sitting_entity                            | EntitySittableBlock               |      0 |
+----------------------------------------------------+--------------------------------------------------------+-----------------------------------+--------+
| Mod name                                           | Registry name                                          | Entity class name                 |     ID |
+----------------------------------------------------+--------------------------------------------------------+-----------------------------------+--------+
